,price,number_of_bedrooms,numberofbathrooms_per_house,total_living_area_sqft,lot_area_sqft,floors,house_condition,housing_grade,basement_area_sqft,yr_built,latitude,longitude,sqft_living15
5977,458500.0,3,1.75,1250,9605,1,3,7,0,1964,47.6325,-122.12100000000001,1570
5978,354000.0,3,1.0,990,7590,1,3,6,0,1959,47.6228,-122.12100000000001,1100
5979,441000.0,3,2.5,2740,7923,2,3,9,0,1998,47.4349,-122.105,2740
5980,194000.0,3,1.75,1260,10488,1,2,7,150,1952,47.5417,-122.35700000000001,1540
5981,316500.0,4,2.5,2150,6807,2,4,8,0,1991,47.4053,-122.189,1910
5982,524950.0,3,1.75,1750,3250,1,4,7,520,1929,47.6807,-122.366,1480
5983,1050000.0,3,2.25,2880,6092,2,4,8,960,1983,47.5878,-122.381,2880
5984,925000.0,4,2.25,2590,13894,2,4,9,0,1975,47.6351,-122.165,2720
5985,780000.0,3,1.75,2430,4524,1,4,7,600,1924,47.674,-122.35,1610
5986,241000.0,2,2.0,1470,3128,2,3,6,0,2005,47.349,-122.021,1180
5987,519000.0,3,2.75,2020,10744,1,5,7,750,1954,47.4403,-122.34299999999999,2020
5988,286000.0,2,1.0,610,4000,1,4,6,0,1918,47.5469,-122.391,870
5989,400000.0,3,2.0,3000,17800,1,3,8,1500,1962,47.7058,-122.315,2400
5990,255000.0,2,1.0,920,43560,1,4,5,0,1923,47.5245,-121.931,1530
5991,152000.0,3,1.75,1070,7754,1,3,6,0,1953,47.5079,-122.344,950
5992,599000.0,4,2.0,3410,15143,2,4,8,0,1972,47.6709,-122.052,2350
5993,330000.0,4,2.5,1820,3905,2,3,7,0,2001,47.7346,-121.985,1820
5994,461000.0,2,1.0,1060,7193,1,3,7,0,1926,47.7102,-122.35600000000001,1980
5995,620000.0,5,2.5,3070,34991,2,3,9,0,1995,47.4721,-122.148,2150
5996,352500.0,4,2.5,2300,219106,1,4,7,460,1958,47.4044,-121.963,2120
5997,435000.0,3,2.0,1610,6911,1,3,7,350,1988,47.7188,-122.177,1630
5998,725000.0,5,2.75,2830,5310,2,3,9,0,2006,47.7074,-122.101,3150
5999,300000.0,3,1.0,970,12300,1,3,7,0,1982,47.7335,-122.227,2040
6000,252000.0,3,2.5,1680,8284,2,3,7,0,1989,47.3609,-122.04799999999999,1550
6001,464625.0,4,2.75,2040,8996,1,4,8,780,1974,47.666000000000004,-122.185,2470
6002,340000.0,3,1.0,1450,9586,2,3,7,0,1950,47.7443,-122.32600000000001,1500
6003,1330000.0,4,2.25,2870,6280,1,4,9,890,1905,47.6329,-122.31,2370
6004,455000.0,5,2.0,1870,13970,1,4,7,0,1969,47.5243,-122.042,1860
6005,495000.0,4,3.5,2490,18042,2,3,8,0,2003,47.4161,-122.441,1960
6006,925000.0,4,2.5,3350,4501,2,3,9,710,2002,47.688,-122.37899999999999,1000
6007,587000.0,4,2.75,3190,8737,2,3,9,0,2006,47.523,-121.87700000000001,3240
6008,524000.0,3,1.75,1560,5520,1,4,6,780,1944,47.6515,-122.399,1470
6009,1030000.0,4,2.5,2750,4800,2,3,9,790,1905,47.6709,-122.337,2400
6010,176000.0,2,1.0,920,2332,1,4,8,0,1980,47.3779,-122.32,1310
6011,249900.0,2,1.0,1140,5500,1,3,6,0,1947,47.5187,-122.363,1110
6012,499500.0,3,2.5,2520,53143,1,3,7,0,1988,47.743,-121.925,2020
6013,600000.0,5,3.5,3150,10542,1,5,9,1530,1974,47.7469,-122.21700000000001,3150
6014,294000.0,4,2.5,2040,7800,2,3,7,0,2003,47.473,-122.29299999999999,1860
6015,272000.0,4,2.0,1780,19843,1,3,7,0,1963,47.4414,-122.154,2210
6016,390000.0,3,2.5,2240,10800,2,3,8,0,1996,47.7433,-122.229,1900
6017,700000.0,4,2.5,3270,9650,1,4,9,950,1971,47.409,-122.333,2340
6018,635000.0,5,2.75,3110,6621,2,3,9,0,2006,47.543,-121.88799999999999,3550
6019,920000.0,4,1.5,1850,3600,2,3,8,190,1929,47.6376,-122.307,1970
6020,500000.0,3,1.75,1570,8530,1,4,7,380,1983,47.6881,-122.184,1530
6021,263500.0,2,1.0,750,4515,1,3,6,0,1942,47.5198,-122.351,1020
6022,975000.0,4,2.25,2240,9990,2,4,10,0,1967,47.5516,-122.21700000000001,2600
6023,575000.0,3,2.5,1870,3485,2,3,8,0,2001,47.5493,-122.00399999999999,1940
6024,822000.0,4,2.5,2683,40386,2,4,9,0,1987,47.6982,-122.13799999999999,2683
6025,300000.0,3,1.0,1490,7200,1,3,7,0,1954,47.7276,-122.307,1280
6026,487600.0,4,2.5,2340,12080,2,3,8,0,1999,47.7325,-121.969,2200
6027,500000.0,4,2.0,1700,8640,1,3,7,850,1955,47.5774,-122.15299999999999,1620
6028,680000.0,2,2.0,1450,989,3,3,9,0,2014,47.6354,-122.346,1490
6029,419000.0,3,2.5,3310,21096,2,3,9,0,2004,47.3049,-122.38600000000001,3310
6030,450000.0,4,1.75,1520,5250,1,3,6,0,1949,47.6581,-122.39,1530
6031,650000.0,5,1.75,1260,4500,1,3,7,0,1926,47.6452,-122.369,1410
6032,550000.0,3,1.75,1840,8086,1,4,8,0,1964,47.67,-122.155,1840
6033,330000.0,4,2.0,1750,5202,1,4,6,680,1942,47.5677,-122.31700000000001,2090
6034,282510.0,4,1.0,1450,32234,1,4,6,0,1932,47.3818,-122.21,1530
6036,230000.0,2,2.0,1260,10200,1,3,7,240,1983,47.2593,-122.31200000000001,1560
6037,750000.0,4,1.75,2100,6613,2,3,8,0,1909,47.567,-122.385,1630
6038,321000.0,4,2.5,2430,5366,2,3,8,0,2002,47.3352,-122.19,2100
6040,245000.0,4,2.0,1830,10416,1,3,7,460,1958,47.4878,-122.34100000000001,1830
6041,510000.0,2,1.0,1310,4000,1,3,6,0,1913,47.6854,-122.329,1550
6042,751000.0,4,3.25,3090,9571,2,3,9,720,2004,47.7058,-122.131,3630
6043,675000.0,4,2.5,2560,36601,2,4,9,0,1987,47.5851,-121.992,2790
6044,295000.0,3,1.75,1930,13350,1,3,8,0,1967,47.3317,-122.365,2270
6045,312000.0,2,1.0,1460,6000,1,2,7,200,1925,47.7009,-122.31700000000001,1580
6046,730000.0,3,3.0,3460,13129,2,3,9,900,1988,47.7315,-122.05799999999999,3460
6047,762500.0,5,3.5,3290,5880,2,3,9,620,2005,47.7067,-122.119,3090
6048,150000.0,3,1.0,820,7680,1,3,6,0,1910,47.528,-122.359,1470
6049,270000.0,3,1.0,1480,7374,1,3,6,720,1954,47.7775,-122.336,1480
6050,400000.0,4,2.0,1420,9301,1,4,7,0,1963,47.6325,-122.12100000000001,1530
6051,650000.0,3,2.5,2790,6720,2,3,8,0,2002,47.5958,-122.038,2620
6052,530000.0,2,1.5,1390,5000,1,4,8,420,1954,47.5673,-122.40100000000001,1610
6053,248000.0,3,1.0,950,9400,1,4,7,0,1954,47.5746,-122.13600000000001,1260
6054,760000.0,4,3.5,3000,5300,1,5,7,1220,1949,47.6748,-122.279,1360
6055,199000.0,4,1.0,1280,10521,1,3,7,0,1960,47.4215,-122.289,1540
6056,240000.0,2,1.0,870,8400,1,3,7,0,1960,47.4493,-122.28200000000001,1070
6057,415000.0,3,1.5,1360,1795,2,3,7,0,1945,47.6471,-122.397,1580
6058,228000.0,3,1.0,1000,16376,1,3,7,0,1959,47.4825,-122.10799999999999,1420
6059,525000.0,4,2.5,2740,12106,1,3,8,760,1992,47.7648,-122.355,2170
6060,399950.0,3,1.75,1560,5223,1,4,7,750,1940,47.7175,-122.288,1440
6061,781000.0,4,2.5,2590,8571,2,3,9,0,1988,47.691,-122.105,2360
6062,827000.0,3,2.5,1850,1330,2,3,9,290,2004,47.6831,-122.325,1810
6063,525000.0,5,2.25,2500,8621,1,4,7,0,1968,47.7379,-122.185,1980
6064,671300.0,4,2.5,3280,5232,2,3,7,0,2004,47.6798,-122.03299999999999,2600
6065,175000.0,2,1.0,670,2378,1,3,5,0,1919,47.5769,-122.37200000000001,700
6066,1100000.0,5,2.75,2890,22547,1,4,10,740,1963,47.5476,-122.219,3010
6067,800000.0,5,2.5,3000,10560,1,3,8,1500,1966,47.6249,-122.206,2690
6068,329950.0,4,2.5,1920,4600,2,3,7,0,2002,47.3795,-122.023,2200
6069,445000.0,4,3.25,1960,7200,2,3,7,0,1979,47.7291,-122.21799999999999,1980
6070,237000.0,3,1.75,2000,12208,1,3,7,860,1979,47.3752,-122.236,1060
6071,1110000.0,6,4.0,3600,6224,2,3,9,990,1945,47.6531,-122.405,1430
6072,438900.0,4,2.5,2740,5700,2,3,9,0,2006,47.3535,-122.02600000000001,3010
6073,1280000.0,9,4.5,3650,5000,2,3,8,1120,1915,47.6604,-122.289,2510
6074,600000.0,4,2.5,2310,3866,2,3,8,0,2005,47.5498,-121.99600000000001,1950
6075,670000.0,4,2.5,2095,4569,2,3,9,0,2002,47.6603,-122.087,2095
6076,519000.0,2,2.0,1560,4823,1,3,8,0,2004,47.7111,-122.03200000000001,1855
6077,320000.0,3,2.25,1880,7350,1,3,8,490,1984,47.4457,-122.12299999999999,1910
6078,270000.0,2,1.5,840,867,2,3,7,0,2005,47.6955,-122.304,840
6079,1000000.0,3,2.5,2730,5832,2,3,9,0,1998,47.6216,-122.161,2360
6080,330000.0,1,1.0,860,4800,1,3,6,0,1907,47.6146,-122.29899999999999,1380
6081,657500.0,3,2.0,2320,10960,1,3,7,810,1956,47.6157,-122.17399999999999,2160
6082,450000.0,3,1.75,1540,61419,1,3,7,0,1967,47.7663,-122.228,3790
6083,150000.0,3,1.0,890,6488,1,3,5,0,1928,47.7087,-121.352,1330
6084,792500.0,4,2.5,4290,175421,2,3,10,0,2004,47.3585,-121.988,3370
6085,540000.0,3,2.5,1950,13227,2,4,9,0,1978,47.7217,-122.256,2650
6086,229900.0,3,1.0,1010,8848,1,4,7,0,1968,47.2742,-122.29899999999999,1380
6087,533000.0,4,2.5,2830,6536,2,3,8,0,2003,47.3888,-122.03200000000001,2830
6088,239000.0,4,1.75,1500,12560,1,4,7,500,1977,47.2918,-122.197,1700
6089,713900.0,3,2.5,3370,167706,1,3,10,0,2000,47.4379,-122.022,3350
6090,427500.0,4,2.5,3160,8726,2,3,9,0,1999,47.2582,-122.223,2500
6091,302000.0,3,1.0,1110,7000,1,4,7,0,1955,47.754,-122.34100000000001,1800
6092,1150000.0,3,2.5,3830,48743,2,3,11,0,1991,47.5663,-122.125,2950
6093,555000.0,3,2.5,3160,4270,2,3,8,510,2006,47.7453,-122.194,2720
6094,495000.0,3,2.25,2100,3000,2,3,7,0,1996,47.595,-122.306,1650
6095,495000.0,3,1.5,2240,13288,1,3,7,0,1953,47.6762,-122.17,2150
6096,340000.0,2,0.75,1060,48292,1,5,6,500,1947,47.4285,-122.51100000000001,750
6097,464950.0,4,2.25,2350,36116,1,4,9,0,1983,47.3533,-122.08200000000001,2580
6098,320000.0,4,2.5,1940,7040,2,3,8,0,1998,47.2632,-122.209,2400
6099,440000.0,1,1.0,1160,64469,1,3,7,0,2009,47.7433,-122.08200000000001,1580
6100,686000.0,3,1.5,1840,9990,2,5,8,0,1961,47.7145,-122.369,2100
6101,555000.0,4,1.75,2260,11000,1,3,8,640,1976,47.6224,-122.109,1960
6102,361500.0,2,1.0,840,3860,1,4,6,0,1909,47.6842,-122.365,1390
6103,1240000.0,5,3.0,2830,7500,2,3,9,370,1923,47.6579,-122.277,2900
6104,154950.0,4,1.0,1600,10183,1,4,6,0,1966,47.277,-122.211,1410
6105,247200.0,3,1.75,1370,8719,1,3,7,0,1982,47.3664,-122.087,1370
6106,250000.0,3,2.25,1960,7414,1,3,7,470,1984,47.2977,-122.374,1580
6107,590300.0,3,1.5,1470,7200,2,4,7,0,1907,47.5602,-122.28,1530
6108,541125.0,5,2.75,2740,8426,1,4,8,1370,1960,47.5563,-122.184,2020
6109,310000.0,2,2.5,1090,923,2,3,7,0,2004,47.5347,-122.071,1410
6110,704111.0,4,2.75,2460,9520,1,3,8,780,1976,47.7021,-122.23299999999999,2380
6111,277500.0,3,2.25,1820,19602,1,4,7,0,1964,47.331,-122.286,1520
6112,325000.0,4,2.75,1960,8937,1,5,7,980,1954,47.451,-122.27799999999999,1480
6113,289200.0,3,2.25,1760,7023,2,3,7,0,1995,47.7468,-121.98,1760
6114,185000.0,1,1.0,720,5000,1,4,6,0,1908,47.5289,-122.272,1170
6115,1450000.0,4,3.5,3470,8580,2,3,11,970,2007,47.6433,-122.40299999999999,1940
6116,420550.0,4,2.0,1370,8100,1,2,7,0,1947,47.748999999999995,-122.31200000000001,1280
6117,603000.0,4,2.25,2370,11310,1,3,8,820,1968,47.7684,-122.289,1890
6118,345000.0,3,1.0,1390,2640,1,3,7,160,1903,47.6078,-122.307,1780
6119,650000.0,3,2.0,1840,3075,1,5,7,920,1928,47.6894,-122.35,1480
6120,589950.0,5,3.0,2790,19439,1,5,7,1290,1973,47.4088,-122.089,1620
6121,309950.0,2,2.25,1460,1607,2,3,8,0,2007,47.5395,-122.369,1460
6122,775000.0,3,2.5,2620,241200,1,4,9,0,1998,47.4574,-122.01,2620
6123,590000.0,4,1.5,2230,5109,1,3,7,900,1918,47.6996,-122.31,1630
6124,863500.0,4,3.0,3250,2760,2,3,8,830,1905,47.6104,-122.303,1260
6125,517500.0,3,1.0,1190,7000,1,3,7,0,1943,47.6453,-122.40299999999999,1350
6126,700000.0,3,3.0,2090,7440,1,5,7,800,1922,47.6891,-122.331,1570
6127,699000.0,3,2.5,2580,8154,1,3,10,490,1956,47.7259,-122.361,1660
6128,350000.0,3,2.5,2100,3574,2,3,7,410,2005,47.7453,-121.984,1970
6129,795000.0,4,2.5,3160,16564,2,3,10,0,1987,47.6365,-122.04,3160
6130,543000.0,3,2.5,2090,7640,1,3,7,730,1962,47.7369,-122.338,2090
6131,325000.0,3,2.5,1570,3143,2,3,7,0,2001,47.7364,-121.969,1740
6132,337500.0,3,1.0,1020,6000,1,3,7,0,1900,47.5254,-122.318,1240
6133,425000.0,2,1.0,1300,11080,1,4,7,0,1955,47.7281,-122.23299999999999,1600
6134,780000.0,3,2.5,2110,9773,1,3,9,0,1986,47.5628,-122.115,2560
6135,259000.0,2,1.0,1210,17389,1,4,5,0,1948,47.5044,-122.148,2140
6136,524400.0,4,1.75,1990,12950,1,4,8,140,1968,47.5434,-122.166,2090
6137,260000.0,3,2.0,1630,8018,1,3,7,0,2003,47.2638,-122.243,1610
6138,273000.0,2,2.0,1384,1822,2,3,7,0,1990,47.7525,-122.244,1078
6139,639900.0,4,2.5,3380,75794,2,3,10,0,1997,47.3511,-122.266,3710
6140,420000.0,4,2.5,2480,8626,2,3,10,0,2001,47.3185,-122.262,2990
6141,510500.0,3,1.0,1270,8000,1,4,7,0,1957,47.5874,-122.13600000000001,1470
6142,290000.0,4,1.0,1010,7200,1,3,6,0,1947,47.742,-122.325,1360
6143,226000.0,3,1.75,1490,6269,1,4,6,500,1944,47.4917,-122.18799999999999,1490
6144,300000.0,2,1.0,820,3844,1,4,6,0,1916,47.7049,-122.34899999999999,1520
6145,407450.0,3,2.0,1810,10860,1,3,7,0,1967,47.6393,-121.96700000000001,1420
6146,390000.0,4,2.25,3060,7920,1,3,7,1530,1965,47.4879,-122.245,1850
6147,1060000.0,6,2.75,2980,20000,1,3,8,850,1965,47.7599,-122.375,2730
6148,610000.0,3,2.5,3440,18167,2,3,11,0,1991,47.2909,-122.34200000000001,3990
6149,239975.0,3,2.5,1820,7242,1,3,7,600,1959,47.4318,-122.292,1350
6150,375000.0,3,2.5,2320,5760,1,3,7,840,1987,47.504,-122.24799999999999,1660
6151,742500.0,4,2.5,2620,4400,2,3,9,0,2004,47.5524,-121.991,2640
6152,450000.0,4,1.75,2190,11625,1,4,8,170,1956,47.4979,-122.363,1920
6153,300000.0,3,2.25,1780,10395,1,3,8,0,1967,47.4539,-122.15,2080
6154,216600.0,3,1.75,2200,7700,1,3,7,960,1975,47.4119,-122.181,1770
6155,525000.0,3,1.75,1600,6120,1,3,7,0,1924,47.6847,-122.291,1670
6156,455000.0,4,2.25,2450,21000,1,4,8,800,1954,47.4559,-122.344,1820
6157,390000.0,4,2.25,2680,35218,2,3,8,0,1986,47.4613,-121.99700000000001,2980
6158,450000.0,3,1.75,1850,8667,1,4,7,970,1982,47.7025,-122.198,1450
6159,382000.0,4,1.0,1740,4400,1,3,7,0,1924,47.6058,-122.3,1590
6160,287000.0,3,2.25,1490,9600,1,4,7,320,1987,47.7378,-121.977,1590
6161,460000.0,4,2.0,1960,190357,1,2,8,0,1971,47.5538,-121.958,2560
6162,435000.0,3,2.25,1380,3015,2,3,7,0,2009,47.6783,-122.15700000000001,1930
6163,575000.0,2,1.0,1510,4032,1,3,8,200,1935,47.6371,-122.39299999999999,1700
6164,626700.0,3,1.5,1410,3600,1,3,7,0,1906,47.6402,-122.35700000000001,1370
6165,352000.0,4,1.5,1440,8680,1,3,7,0,1922,47.501999999999995,-122.228,1440
6166,650000.0,3,1.0,920,6750,1,4,7,0,1951,47.6322,-122.212,1460
6167,197000.0,3,1.0,1090,17630,1,4,7,0,1962,47.288000000000004,-122.196,1300
6168,340000.0,8,2.75,2790,6695,1,3,7,1320,1977,47.7565,-122.331,1760
6169,560000.0,3,2.0,1840,14985,1,3,7,0,1968,47.6916,-122.15799999999999,2300
6170,354000.0,3,1.75,1340,6300,1,3,7,0,1972,47.7186,-122.21799999999999,1780
6171,670000.0,4,2.5,2570,9086,2,3,9,0,1999,47.6373,-122.064,2760
6172,769000.0,4,3.5,3010,6202,2,3,9,0,2005,47.5533,-121.993,2520
6173,650000.0,4,2.5,2160,3139,1,3,7,1080,1940,47.6662,-122.338,1650
6174,650000.0,3,1.75,2140,9484,1,3,7,850,1953,47.6234,-122.191,1960
6175,289950.0,4,1.75,2090,7416,1,4,7,1040,1970,47.4107,-122.179,1710
6176,300000.0,3,1.75,1810,21138,1,4,7,570,1977,47.4674,-122.178,1850
6177,471000.0,4,1.75,1760,5750,1,5,7,690,1962,47.5521,-122.37299999999999,1860
6178,639000.0,4,2.5,2500,8540,2,3,9,0,1990,47.5759,-121.994,2560
6179,287000.0,2,1.0,930,6900,1,3,7,0,1952,47.506,-122.242,1910
6180,740000.0,4,2.5,3030,8335,2,3,10,0,1992,47.578,-122.056,2850
6181,499922.0,3,2.0,1460,3000,1,4,7,520,1990,47.681999999999995,-122.365,1460
6182,675000.0,4,2.5,2940,14071,2,3,9,0,1986,47.5627,-122.01799999999999,2670
6183,738515.0,5,2.75,3360,9200,2,3,9,0,2014,47.7754,-122.17299999999999,3360
6184,445000.0,3,1.75,2110,4800,1,3,8,900,1956,47.567,-122.318,1660
6185,1040000.0,4,2.25,2740,11343,1,5,10,760,1953,47.7117,-122.27799999999999,2790
6186,346000.0,2,1.0,1070,2196,1,4,7,190,1917,47.5726,-122.30799999999999,1160
6187,450000.0,3,2.0,1680,4886,2,3,7,500,1940,47.5536,-122.286,1400
6188,350000.0,4,2.5,2260,13755,1,4,9,0,1975,47.3767,-122.161,2650
6190,594950.0,4,2.25,2380,35008,1,3,8,0,1977,47.5834,-122.001,2250
6192,219000.0,2,1.0,1050,9000,1,4,7,0,1984,47.2887,-122.29899999999999,1550
6193,450000.0,4,2.5,2070,3982,2,3,7,0,2004,47.53100000000001,-121.854,2340
6194,402000.0,4,2.25,1790,7311,2,3,7,0,1992,47.5055,-122.189,1400
6195,275000.0,2,1.0,840,4000,1,3,6,0,1942,47.5531,-122.307,1100
6196,421500.0,3,1.5,990,4500,1,5,7,0,1948,47.6051,-122.29799999999999,1490
6197,560000.0,3,3.0,4120,60392,2,3,9,940,1994,47.6804,-121.913,2770
6198,314000.0,3,1.75,1620,9600,1,4,7,0,1966,47.4749,-122.155,1660
6199,287000.0,4,2.0,1340,8190,1,4,7,0,1942,47.4905,-122.34299999999999,1410
6200,277000.0,4,1.0,1500,5750,1,3,6,0,1925,47.4768,-122.206,1330
6201,337500.0,2,1.0,1300,6731,1,3,7,0,1950,47.5697,-122.395,1240
6202,792000.0,4,2.75,3100,10245,2,3,10,0,1999,47.6858,-122.10700000000001,3140
6203,435000.0,3,2.5,3380,7074,2,3,8,1180,1999,47.7462,-121.978,2060
6204,313100.0,4,2.5,2660,9030,1,4,7,1210,1977,47.4558,-122.212,1870
6205,575000.0,3,2.25,1700,3333,1,3,7,600,1924,47.6784,-122.361,1700
6206,510000.0,4,2.5,1840,7800,1,3,8,600,1972,47.7762,-122.384,2010
6207,299950.0,2,1.0,890,5200,1,4,6,0,1941,47.5311,-122.37299999999999,950
6208,1030000.0,3,3.0,2800,5800,1,3,9,1220,1953,47.6493,-122.413,2580
6209,364000.0,4,1.75,2010,8625,1,4,7,670,1957,47.7496,-122.355,1500
6210,335000.0,3,1.0,1380,7470,1,5,7,0,1965,47.7479,-122.34299999999999,1440
6211,219950.0,3,1.0,1210,8000,1,3,6,0,1954,47.4211,-122.314,1430
6212,215000.0,3,2.0,1280,6994,1,3,7,0,1991,47.3889,-122.04799999999999,1290
6213,640000.0,4,2.5,4090,215186,2,4,8,420,1979,47.2964,-122.116,2430
6214,535000.0,3,1.0,1580,6300,1,3,7,400,1925,47.6505,-122.384,1560
6215,253000.0,4,2.0,1910,7826,1,4,7,770,1973,47.3493,-122.306,1540
6216,650000.0,2,2.5,1740,2500,2,3,8,530,1994,47.622,-122.3,1640
6217,672000.0,3,2.25,1130,4445,1,4,8,0,1930,47.6845,-122.375,1330
6218,606000.0,3,1.75,1970,8540,1,4,8,840,1950,47.7213,-122.365,2280
6219,292000.0,3,2.25,1780,9720,1,3,8,500,1981,47.4762,-122.156,1710
6220,289950.0,3,2.0,1670,7757,1,3,8,0,1992,47.3802,-122.20700000000001,2290
6221,257500.0,4,1.5,1360,9323,1,4,7,0,1968,47.3168,-122.40100000000001,1180
6222,380000.0,3,2.5,1840,6985,1,3,7,550,1971,47.7586,-122.34200000000001,2160
6223,360000.0,3,1.75,1255,1113,3,3,8,0,2010,47.6958,-122.34299999999999,1010
6224,269500.0,3,1.75,1840,7412,1,4,7,600,1976,47.3933,-122.18799999999999,1980
6225,449000.0,4,2.5,2960,6031,2,3,9,0,2005,47.3596,-122.04,2570
6226,375000.0,4,1.5,1430,7232,1,3,7,0,1948,47.7197,-122.32799999999999,1540
6228,810000.0,4,2.5,3480,59242,2,3,11,0,1988,47.7391,-122.102,2930
6229,994000.0,5,3.25,4260,7861,2,3,10,0,2005,47.611000000000004,-121.992,4020
6230,275000.0,5,2.25,1820,10500,1,4,7,740,1979,47.4058,-122.177,1820
6231,300000.0,2,1.0,1290,2482,2,3,7,0,2008,47.6972,-122.025,1290
6232,380000.0,5,2.5,2130,8428,2,3,7,0,2013,47.4726,-122.28200000000001,1500
6233,200000.0,3,2.0,1170,10051,1,4,7,0,1957,47.4229,-122.324,1440
6234,635000.0,3,3.5,1730,1349,3,3,9,380,2009,47.6224,-122.32600000000001,1830
6235,280000.0,2,1.0,880,5750,1,3,6,0,1939,47.5642,-122.37899999999999,1190
6236,574000.0,3,2.5,2380,6832,2,3,8,0,2002,47.5372,-121.876,2580
6237,1050000.0,4,1.0,1330,9729,1,3,6,0,1952,47.6223,-122.208,2920
6238,545000.0,3,2.25,1780,191228,2,3,8,0,1988,47.4575,-121.74799999999999,2440
6239,271950.0,3,1.5,1220,8400,1,4,7,0,1962,47.5467,-122.17299999999999,2110
6240,630000.0,5,1.75,2490,24969,1,4,8,950,1959,47.33600000000001,-122.35,2790
6241,400000.0,2,1.0,1180,10800,1,3,7,0,1984,47.7273,-122.236,1600
6242,334000.0,4,2.5,2310,6200,2,3,8,0,1998,47.3321,-122.17200000000001,2480
6243,332500.0,4,2.0,1440,4855,2,4,7,0,1972,47.5717,-122.287,1300
6244,525000.0,2,1.5,1620,1444,2,3,9,540,2007,47.5892,-122.309,1660
6245,408000.0,3,2.5,2620,8403,2,3,8,0,1991,47.3675,-122.042,2190
6246,846450.0,4,2.5,3710,7491,2,3,9,0,2003,47.5596,-122.016,3040
6247,411100.0,3,1.5,1040,10323,1,4,7,0,1958,47.5882,-122.155,1580
6248,409124.0,5,3.25,3320,11340,2,4,8,840,1999,47.3904,-122.154,2330
6249,335950.0,2,1.5,800,5192,1,5,7,0,1951,47.5119,-122.38600000000001,1190
6250,480000.0,5,2.5,2040,9597,1,4,7,800,1963,47.6544,-122.134,1800
6251,280000.0,2,1.75,1960,30144,1,3,7,980,1957,47.4234,-122.212,1960
6252,668000.0,4,2.5,2670,4410,2,3,8,0,1999,47.5978,-122.038,2670
6253,750000.0,4,2.5,2930,8641,2,3,8,0,2010,47.7199,-122.24600000000001,2120
6254,394475.0,2,1.0,830,4000,1,3,6,0,1955,47.6929,-122.37899999999999,950
6255,848000.0,5,1.75,2290,4320,2,3,7,310,1928,47.663999999999994,-122.31,2870
6256,675000.0,3,1.5,2510,3600,2,4,8,0,1907,47.6195,-122.31299999999999,1740
6257,175000.0,3,1.0,1280,7572,1,4,6,0,1958,47.4491,-122.176,1170
6258,560000.0,4,1.5,1810,6000,1,3,8,460,1952,47.5233,-122.38600000000001,2020
6259,538888.0,5,2.75,2080,13189,2,3,8,0,1987,47.6288,-122.031,2030
6260,359000.0,4,1.75,1680,9244,2,3,8,0,1991,47.4612,-122.352,1840
6261,300000.0,3,2.25,1660,5128,2,3,7,0,2001,47.7362,-121.96700000000001,1680
6262,273000.0,3,2.5,1650,5994,2,4,7,0,1989,47.3603,-122.19,1930
6263,670000.0,3,2.5,1420,1438,2,3,9,140,2003,47.6265,-122.323,1490
6264,530000.0,4,2.25,2240,8376,1,3,8,500,1984,47.6323,-122.029,1890
6265,625000.0,3,1.5,1230,3060,1,3,7,320,1927,47.667,-122.333,1260
6266,248000.0,3,1.0,1260,6000,1,4,6,0,1954,47.4187,-122.323,1520
6267,533000.0,3,2.5,2060,4812,2,3,8,0,1990,47.5793,-122.00200000000001,1930
6268,549950.0,4,3.5,3090,10510,1,3,8,900,1991,47.7176,-122.214,2200
6269,485000.0,4,1.75,3220,7392,1,4,8,1210,1959,47.7719,-122.361,1660
6270,353500.0,3,2.5,2020,4845,2,3,7,0,2001,47.3848,-122.03299999999999,1930
6271,435000.0,2,1.75,1910,12142,1,3,9,0,1976,47.6276,-122.053,2580
6272,241000.0,3,1.0,1150,10000,1,3,6,150,1951,47.5075,-122.262,1340
6273,885000.0,4,2.75,2730,3560,1,3,8,1180,1921,47.6737,-122.304,1860
6274,799200.0,6,3.0,2890,2370,2,3,7,600,1906,47.6227,-122.323,2180
6275,760000.0,3,2.5,2280,12746,1,4,8,790,1973,47.6362,-122.175,2100
6276,270000.0,2,1.0,1040,5700,1,3,6,0,1922,47.519,-122.26,1380
6277,675000.0,4,1.75,2440,7475,1,4,9,400,1969,47.6339,-122.096,2040
6278,499000.0,3,2.5,1720,5940,1,4,8,720,1977,47.6631,-122.12899999999999,1720
6279,1200000.0,3,2.5,3430,28718,1,3,10,0,1984,47.6477,-122.18299999999999,3440
6280,320000.0,4,2.5,2570,4865,2,3,8,0,2005,47.3588,-122.038,2570
6281,890000.0,4,3.25,4360,210254,1,3,10,2040,2000,47.4375,-122.008,2410
6282,275000.0,4,2.75,2060,7350,1,3,7,850,1978,47.3424,-122.275,1940
6283,490000.0,4,2.5,3020,8302,2,4,10,0,1994,47.363,-122.12700000000001,3020
6284,550000.0,3,2.5,2340,4200,1,3,7,800,1906,47.6033,-122.303,1590
6285,390000.0,5,2.0,2400,9537,1,5,7,1190,1959,47.5112,-122.186,1760
6286,277000.0,3,2.25,1610,11920,1,4,7,500,1968,47.3683,-122.279,1690
6287,236000.0,3,1.75,1090,7647,1,3,7,0,1994,47.2613,-122.302,1660
6288,265953.0,3,1.75,1470,13068,1,4,7,0,1975,47.3096,-122.197,2090
